Date,Open,High,Low,Close,Volume,Adj Close
2017-10-11,8750,8760,8670,8750,4122,8750
2017-10-12,8750,8750,8720,8730,2717,8730
2017-10-13,8720,8720,8690,8700,1761,8700
2017-10-16,8730,8740,8700,8740,695,8740
2017-10-17,8730,8730,8700,8730,1518,8730
2017-10-18,8730,8760,8700,8760,1348,8760
2017-10-19,8770,8830,8760,8800,494,8800
2017-10-20,8810,8810,8760,8810,360,8810
2017-10-23,8810,8810,8750,8770,542,8770
2017-10-24,8770,8810,8740,8810,3806,8810
2017-10-25,8790,8790,8740,8750,2838,8750
2017-10-26,8760,8760,8730,8750,2618,8750
2017-10-27,8730,8730,8700,8720,2451,8720
2017-10-30,8740,8740,8710,8720,200,8720
2017-10-31,8730,8730,8710,8720,225,8720
2017-11-01,8710,8730,8690,8700,734,8700
2017-11-02,8690,8730,8680,8730,1165,8730
2017-11-06,8780,8780,8660,8690,2401,8690
2017-11-07,8690,8700,8670,8700,624,8700
2017-11-08,8700,8700,8690,8700,175,8700
2017-11-09,8700,8710,8670,8680,926,8680
2017-11-10,8670,8670,8620,8630,1613,8630
2017-11-13,8650,8680,8650,8660,303,8660
2017-11-14,8690,8690,8670,8680,211,8680
2017-11-15,8710,8710,8650,8680,357,8680
2017-11-16,8700,8750,8690,8750,588,8750
2017-11-17,8750,8850,8750,8830,1886,8830
2017-11-20,8870,8970,8860,8950,541,8950
2017-11-21,8970,9080,8940,9050,597,9050
2017-11-22,9070,9090,8900,8980,4498,8980
2017-11-24,8980,8980,8930,8970,788,8970
2017-11-27,8990,9010,8870,8910,412,8910
2017-11-28,8920,8950,8910,8950,84,8950
2017-11-29,8960,9010,8960,8970,141,8970
2017-11-30,8970,9000,8940,8980,420,8980
2017-12-01,9020,9020,8990,9010,126,9010
2017-12-04,9020,9020,8960,9000,316,9000
2017-12-05,8960,8980,8890,8900,1115,8900
2017-12-06,8900,8980,8900,8930,211,8930
2017-12-07,9190,9200,8910,8980,40779,8980
2017-12-08,8960,8990,8940,8990,149,8990
2017-12-11,8990,9030,8960,9020,877,9020
2017-12-12,9010,9010,8970,9000,762,9000
2017-12-13,9000,9010,9000,9010,24,9010
2017-12-14,9060,9100,9060,9100,159,9100
2017-12-15,9100,9100,9010,9010,222,9010
2017-12-18,9070,9070,9000,9060,445,9060
2017-12-19,9070,9070,9010,9040,536,9040
2017-12-20,9030,9030,9010,9030,103,9030
2017-12-21,9040,9040,9020,9030,559,9030
2017-12-22,9040,9040,8990,9000,1205,9000
2017-12-25,9020,9040,9000,9020,984,9020
2017-12-26,9020,9020,8990,9000,943,9000
2017-12-27,9020,9030,9000,9030,272,9030
2017-12-28,9090,9090,9030,9030,274,9030
2017-12-29,9060,9060,9000,9050,231,9050
2018-01-04,9070,9070,9040,9060,1458,9060
2018-01-05,8990,9010,8980,9000,2561,9000
2018-01-09,9020,9090,9020,9060,345,9060
2018-01-10,9100,9120,9040,9110,197,9110
2018-01-11,9110,9160,9090,9160,107,9160
2018-01-12,9100,9160,9100,9160,96,9160
2018-01-15,9180,9270,9160,9260,3283,9260
2018-01-16,9270,9280,9230,9240,262,9240
2018-01-17,9240,9320,9210,9280,241,9280
2018-01-18,9330,9460,9330,9380,415,9380
2018-01-19,9390,9390,9340,9380,178,9380
2018-01-22,9420,9420,9380,9420,560,9420
2018-01-23,9420,9440,9390,9420,279,9420
2018-01-24,9420,9470,9410,9470,116,9470
2018-01-25,9490,9500,9380,9410,418,9410
2018-01-26,9460,9460,9380,9420,595,9420
2018-01-29,9430,9430,9370,9370,457,9370
2018-01-30,9370,9400,9310,9340,2344,9340
2018-01-31,9320,9330,9190,9290,1690,9290
2018-02-01,9330,9380,9300,9350,139,9350
2018-02-02,9380,9390,9350,9370,289,9370
2018-02-05,9340,9340,9200,9290,425,9290
2018-02-06,9100,9100,8900,8980,2139,8980
2018-02-07,9040,9150,8990,9000,852,9000
2018-02-08,9060,9150,9050,9150,176,9150
2018-02-09,9000,9020,8950,8990,1262,8990
2018-02-13,9090,9090,9000,9000,168,9000
2018-02-14,8980,8980,8910,8920,319,8920
2018-02-15,8900,8910,8850,8910,673,8910
2018-02-16,8940,9030,8940,8990,185,8990
2018-02-19,9000,9100,9000,9100,344,9100
2018-02-20,9100,9110,9020,9110,194,9110
2018-02-21,9120,9130,9090,9130,47,9130
2018-02-22,9160,9160,9160,9160,8,9160
2018-02-23,9160,9160,9060,9130,144,9130
2018-02-26,9230,9230,9190,9200,159,9200
2018-02-27,9290,9290,9200,9200,117,9200
2018-02-28,9240,9240,9190,9200,62,9200
2018-03-01,9190,9190,9120,9120,90,9120
2018-03-02,9120,9120,9040,9050,173,9050
2018-03-05,9050,9050,8950,8970,273,8970
2018-03-06,9000,9010,8950,8950,239,8950
2018-03-07,9000,9020,8950,8950,235,8950
2018-03-08,9000,9030,8980,8980,124,8980
2018-03-09,9010,9010,8910,8910,338,8910
2018-03-12,8980,8980,8930,8960,2561,8960
2018-03-13,8940,8970,8930,8970,61,8970
2018-03-14,8960,8990,8920,8990,169,8990
2018-03-15,9020,9030,9020,9020,102,9020
2018-03-16,9020,9090,9020,9080,28,9080
2018-03-19,9140,9140,9040,9040,270,9040
2018-03-20,9020,9030,9010,9020,43,9020
2018-03-22,9050,9050,9010,9030,114,9030
2018-03-23,9030,9030,8980,8990,296,8990
2018-03-26,8980,8980,8930,8930,437,8930
2018-03-27,8990,9000,8960,8970,86,8970
2018-03-28,8970,9030,8930,9030,110,9030
2018-03-29,9030,9030,9010,9020,38,9020
2018-03-30,9020,9130,9020,9060,350,9060
2018-04-02,9100,9100,9060,9100,169,9100
2018-04-03,9130,9130,9100,9130,218,9130
2018-04-04,9120,9140,9110,9140,64,9140
2018-04-05,9140,9150,9100,9140,280,9140
2018-04-06,9070,9070,9010,9020,134,9020
2018-04-09,9000,9050,9000,9040,34,9040
2018-04-10,9040,9100,9040,9100,141,9100
2018-04-11,9030,9110,9030,9080,206,9080
2018-04-12,9080,9130,9070,9130,5449,9130
2018-04-13,9150,9150,9110,9110,1030,9110
2018-04-16,9060,9080,9020,9020,155,9020
2018-04-17,9050,9050,9000,9050,60,9050
2018-04-18,9040,9070,9040,9040,267,9040
2018-04-19,9100,9100,9040,9040,50,9040
2018-04-20,9110,9120,9100,9120,7,9120
2018-04-23,9120,9120,9110,9110,16,9110
2018-04-24,9100,9110,9100,9100,18,9100
2018-04-25,9140,9140,9090,9090,19,9090
2018-04-26,9090,9090,9090,9090,40,9090
2018-04-27,9140,9140,9130,9140,147,9140
2018-05-01,9160,9190,9160,9190,78,9190
2018-05-02,9180,9190,9150,9160,100,9160
2018-05-07,9140,9190,9140,9150,153,9150
2018-05-08,9190,9200,9150,9190,262,9190
2018-05-09,9200,9330,9140,9140,119,9140
2018-05-10,9240,9240,9210,9240,32,9240
2018-05-11,9250,9270,9250,9270,4,9270
2018-05-14,9270,9270,9230,9260,168,9260
2018-05-15,9270,9270,9230,9240,84,9240
2018-05-16,9240,9240,9200,9200,22,9200
2018-05-17,9200,9240,9190,9240,31,9240
2018-05-18,9200,9250,9200,9250,58,9250
2018-05-21,9260,9290,9240,9290,345,9290
2018-05-22,9300,9300,9290,9290,23,9290
2018-05-23,9260,9300,9260,9300,46,9300
2018-05-24,9310,9310,9310,9310,108,9310
2018-05-25,9310,9310,9220,9310,169,9310
2018-05-28,9360,9360,9300,9300,20,9300
2018-05-29,9280,9280,9260,9280,5,9280
2018-05-30,9240,9290,9240,9290,1127,9290
2018-05-31,9300,9300,9260,9260,8,9260
2018-06-01,9370,9370,9250,9250,30,9250
2018-06-04,9290,9310,9200,9300,491,9300
2018-06-05,9350,9350,9260,9330,21,9330
2018-06-06,9300,9300,9220,9270,117,9270
2018-06-07,9320,9320,9250,9320,190,9320
2018-06-08,9220,9310,9220,9260,140,9260
2018-06-11,9220,9310,9220,9300,139,9300
2018-06-12,9300,9300,9300,9300,3,9300
2018-06-13,9290,9290,9290,9290,250,9290
2018-06-14,9300,9300,9300,9300,15,9300
2018-06-15,9390,9390,9270,9300,95,9300
2018-06-18,9260,9360,9260,9330,31,9330
2018-06-19,9330,9330,9310,9310,40,9310
