Date,Open,High,Low,Close,Volume,Adj Close
2018-12-18,538.0,579.865,502.2,502.2,3522569.0,502.2
2018-12-19,512.875,601.215,502.61,573.58,1072916.0,573.58
2018-12-20,552.64,562.905,534.845,562.905,283755.0,562.905
2018-12-21,562.695,601.425,549.51,563.535,265603.0,563.535
2018-12-25,544.27,563.535,528.155,563.535,84075.9,563.535
2018-12-26,574.005,577.77,540.29,544.27,49206.8,544.27
2018-12-27,565.205,565.205,540.09,550.13,81688.4,550.13
2018-12-28,554.105,554.32,525.225,536.53,87419.2,536.53
2019-01-04,519.365,525.43,515.59,520.41,57803.0,520.41
2019-01-07,520.41,530.665,515.175,517.265,74041.6,517.265
2019-01-08,517.685,527.11,512.875,517.265,58756.7,517.265
2019-01-09,517.475,543.645,514.125,518.315,65923.4,518.315
2019-01-10,517.265,533.805,517.06,531.505,40602.0,531.505
2019-01-11,535.685,550.555,525.01,549.295,67357.1,549.295
2019-01-15,549.09,549.09,528.155,536.945,34395.4,536.945
2019-01-16,544.27,553.695,539.875,545.32,66399.2,545.32
2019-01-17,545.95,558.925,545.95,554.535,39174.7,554.535
2019-01-18,561.02,567.3,552.64,565.205,66399.2,565.205
2019-01-21,565.205,573.37,555.785,564.365,30092.0,564.365
2019-01-22,572.115,572.115,535.9,548.46,39174.7,548.46
2019-01-23,542.385,542.385,538.205,538.205,9082.68,538.205
2019-01-24,539.245,544.27,539.245,544.27,8122.55,544.27
2019-01-25,552.64,552.64,540.09,544.27,37265.1,544.27
2019-01-28,544.27,554.535,540.09,553.275,46817.2,553.275
2019-01-29,543.855,553.695,540.29,544.695,21022.2,544.695
2019-01-30,544.27,554.735,542.18,548.67,53028.0,548.67
2019-01-31,549.295,579.65,549.295,563.115,68313.0,563.115
2019-02-01,559.765,575.25,556.2,564.58,20542.1,564.58
2019-02-04,564.58,567.3,561.02,565.205,14809.1,565.205
2019-02-05,569.185,575.67,566.67,573.58,41082.1,573.58
2019-02-06,575.25,575.25,548.46,559.97,32481.6,559.97
2019-02-07,561.02,565.205,552.445,556.625,25795.0,556.625
2019-02-08,555.995,558.925,551.815,552.015,13375.4,552.015
2019-02-12,559.97,562.065,552.64,557.25,25795.0,557.25
2019-02-13,557.875,565.205,555.155,563.115,38694.6,563.115
2019-02-14,569.395,571.485,560.81,561.23,41560.0,561.23
2019-02-15,556.83,556.83,523.34,534.845,150479.0,534.845
2019-02-18,535.9,544.27,535.9,536.945,45381.2,536.945
2019-02-19,537.15,537.15,533.18,536.115,18632.5,536.115
2019-02-20,536.945,538.405,530.455,533.805,11463.7,533.805
2019-02-21,533.805,543.225,533.805,535.9,19582.0,535.9
2019-02-22,538.0,538.0,530.25,530.25,10510.0,530.25
2019-02-25,539.66,542.385,532.13,532.34,9082.68,532.34
2019-02-26,531.71,531.71,524.175,526.49,14329.1,526.49
2019-02-27,525.225,527.525,525.225,527.315,19110.5,527.315
2019-02-28,524.39,531.92,523.34,527.315,21495.8,527.315
2019-03-01,527.525,527.525,525.64,525.64,7642.48,525.64
2019-03-04,525.43,533.805,525.225,527.315,23885.4,527.315
2019-03-05,526.69,528.58,525.225,525.43,21495.8,525.43
2019-03-06,524.39,524.39,521.245,521.245,25314.9,521.245
2019-03-07,521.245,521.245,512.875,521.04,52070.0,521.04
2019-03-08,521.67,521.67,518.1,519.78,4299.16,519.78
2019-03-11,511.825,527.11,511.825,527.11,19110.5,527.11
2019-03-12,527.315,529.205,521.245,529.205,7162.42,529.205
2019-03-13,523.965,525.225,522.295,523.34,17674.5,523.34
2019-03-14,523.34,523.34,512.875,523.13,8122.55,523.13
2019-03-15,523.13,527.945,522.08,523.55,22449.5,523.55
2019-03-18,528.155,535.06,528.155,535.06,11939.5,535.06
2019-03-19,535.275,542.595,528.58,536.74,16242.9,536.74
2019-03-20,540.93,540.93,535.9,537.78,2867.54,537.78
2019-03-22,529.83,539.875,529.83,539.875,22449.5,539.875
2019-03-25,560.18,560.18,534.02,548.25,20542.1,548.25
2019-03-26,537.78,545.95,537.78,544.9,13853.3,544.9
2019-03-27,540.815,555.015,540.815,553.285,2788.24,553.285
2019-03-28,544.685,544.685,533.925,541.89,14877.7,541.89
2019-03-29,542.535,556.09,542.535,553.93,7436.74,553.93
2019-04-01,543.395,548.135,542.1,544.255,19989.2,544.255
2019-04-02,544.685,551.36,529.41,549.635,66009.1,549.635
2019-04-03,549.635,560.175,549.635,560.175,30214.1,560.175
2019-04-04,559.32,561.465,559.32,561.255,15338.5,561.255
2019-04-05,561.675,575.45,559.535,575.45,28356.0,575.45
2019-04-08,587.28,591.585,580.825,591.365,15338.5,591.365
2019-04-09,580.825,580.825,568.14,570.065,5113.56,570.065
2019-04-10,580.825,586.2,578.035,582.325,24637.7,582.325
2019-04-11,582.555,586.2,582.555,585.995,8364.73,585.995
2019-04-12,584.055,585.995,579.325,579.325,6971.68,579.325
2019-04-15,571.79,585.995,571.575,585.995,2788.24,585.995
2019-04-16,585.345,585.345,580.825,580.825,1860.25,580.825
2019-04-17,570.065,582.97,570.065,582.97,2788.24,582.97
2019-04-18,579.1,583.41,573.52,573.52,5113.56,573.52
2019-04-19,582.97,582.97,582.325,582.555,1860.25,582.555
2019-04-22,577.815,577.815,565.98,575.235,6045.83,575.235
2019-04-23,577.6,580.185,570.065,580.185,15338.5,580.185
2019-04-24,571.79,580.39,570.29,570.29,10692.1,570.29
2019-04-25,574.375,576.1,570.5,571.79,4648.5,571.79
2019-04-26,569.85,578.675,569.85,578.675,10224.9,578.675
2019-05-07,578.675,578.675,570.71,576.525,3720.51,576.525
2019-05-08,571.145,575.66,569.64,574.155,6045.83,574.155
2019-05-09,574.375,578.46,570.29,577.6,8364.73,577.6
2019-05-10,572.22,573.08,570.065,570.71,6504.47,570.71
2019-05-13,570.065,570.065,559.74,565.335,10224.9,565.335
2019-05-14,554.58,557.16,544.9,557.16,8364.73,557.16
2019-05-15,567.915,570.065,561.465,570.065,7436.74,570.065
2019-05-16,558.885,558.885,548.77,553.075,16738.0,553.075
2019-05-17,547.695,547.695,542.315,542.315,3253.3,542.315
2019-05-20,553.075,553.075,541.025,545.765,16738.0,545.765
2019-05-21,548.555,549.415,538.02,545.545,20454.2,545.545
2019-05-22,552.215,553.51,546.41,546.62,13478.2,546.62
2019-05-23,548.555,548.555,548.345,548.555,2788.24,548.555
2019-05-24,548.555,553.075,548.345,553.075,7903.95,553.075
2019-05-27,551.575,559.095,551.36,555.015,9764.21,555.015
2019-05-28,550.925,559.32,550.925,559.32,5580.77,559.32
2019-05-29,555.015,556.95,548.985,556.95,1860.25,556.95
2019-05-30,551.995,558.67,542.96,556.515,22777.4,556.515
2019-05-31,554.58,558.03,548.77,557.16,10224.9,557.16
2019-06-03,548.555,548.555,542.1,542.315,6971.68,542.315
2019-06-04,548.345,548.345,541.25,548.135,15338.5,548.135
2019-06-05,549.205,558.03,548.555,548.555,19521.9,548.555
2019-06-06,558.03,558.03,544.685,548.345,20917.1,548.345
2019-06-07,548.77,548.77,538.445,543.395,24170.4,543.395
2019-06-10,548.345,548.345,541.025,543.395,14877.7,543.395
2019-06-11,544.04,550.28,543.395,550.28,6045.83,550.28
2019-06-12,550.28,552.64,548.555,552.64,29749.1,552.64
2019-06-13,548.77,548.77,548.555,548.555,7903.95,548.555
2019-06-14,548.555,553.72,548.345,551.135,7436.74,551.135
2019-06-17,548.555,552.855,543.395,543.395,4185.58,543.395
2019-06-18,548.555,555.015,548.555,554.8,12085.2,554.8
2019-06-19,551.785,556.515,540.385,540.385,11157.2,540.385
2019-06-20,548.555,548.555,548.345,548.555,1860.25,548.555
2019-06-21,548.555,548.555,545.33,545.33,3253.3,545.33
2019-06-24,546.19,550.925,545.33,550.28,8831.93,550.28
2019-06-25,550.5,551.995,548.985,550.28,5113.56,550.28
2019-06-26,548.555,552.64,548.555,552.64,4185.58,552.64
2019-06-27,548.77,552.855,548.77,549.85,10692.1,549.85
2019-06-28,551.785,551.785,542.1,548.135,13017.5,548.135
2019-07-01,548.985,553.285,548.985,549.415,9297.0,549.415
2019-07-02,549.415,557.16,548.345,553.93,20917.1,553.93
2019-07-03,559.32,575.66,559.32,570.93,20917.1,570.93
2019-07-04,575.45,575.45,548.555,548.555,17196.6,548.555
2019-07-05,559.095,559.095,548.77,548.985,11620.1,548.985
2019-07-08,549.635,549.85,549.635,549.85,1393.05,549.85
2019-07-09,557.805,557.805,548.555,549.85,14410.5,549.85
2019-07-10,557.805,557.805,542.315,545.11,30681.3,545.11
2019-07-11,548.135,548.345,544.255,544.9,11620.1,544.9
2019-07-12,544.9,547.695,527.475,527.475,26963.0,527.475
2019-07-16,533.505,537.795,527.695,527.695,11157.2,527.695
2019-07-17,527.475,528.555,519.945,520.165,15338.5,520.165
2019-07-18,520.375,525.975,519.945,519.945,15805.7,519.945
2019-07-19,520.165,525.53,519.735,520.59,8831.93,520.59
2019-07-22,520.375,520.375,516.29,518.655,9297.0,518.655
2019-07-23,519.945,525.115,519.515,519.735,11157.2,519.735
2019-07-24,519.735,520.805,519.305,520.165,6504.47,520.165
2019-07-25,526.83,526.83,521.24,525.115,7436.74,525.115
2019-07-26,522.955,523.605,520.165,520.165,14410.5,520.165
2019-07-29,530.92,531.135,519.945,519.945,9764.21,519.945
2019-07-30,519.945,523.605,519.515,520.165,13945.5,520.165
2019-07-31,519.945,522.535,519.515,520.165,9297.0,520.165
2019-08-01,519.515,522.535,519.515,521.24,5580.77,521.24
2019-08-02,521.24,521.24,516.29,519.945,15805.7,519.945
2019-08-05,517.365,517.365,499.076,499.512,13478.2,499.512
2019-08-06,510.275,512.635,510.275,512.635,2788.24,512.635
2019-08-07,511.99,511.99,511.99,511.99,465.064,511.99
2019-08-08,505.32,511.99,502.95,511.99,11620.1,511.99
2019-08-09,514.14,518.655,514.14,515.215,6504.47,515.215
