Date,Open,High,Low,Close,Volume,Adj Close
2005-03-22,316.063,316.4,309.908,312.644,255220.0,312.644
2005-03-23,312.644,315.025,309.908,311.615,159041.0,311.615
2005-03-24,312.983,314.349,309.908,309.908,141498.0,309.908
2005-03-25,303.066,311.615,303.066,311.615,188859.0,311.615
2005-03-28,298.958,304.776,292.808,302.04,116653.0,302.04
2005-03-29,298.612,302.386,298.612,300.675,116355.0,300.675
2005-03-30,293.828,297.934,289.384,293.14,71038.5,293.14
2005-03-31,292.11,297.248,285.961,296.903,91798.0,296.903
2005-04-01,296.223,296.223,290.405,295.534,22803.5,295.534
2005-04-04,288.692,291.77,286.301,290.064,60514.7,290.064
2005-04-05,286.644,290.405,286.644,289.716,31571.2,289.716
2005-04-06,289.048,292.46,289.048,292.46,35667.0,292.46
2005-04-07,292.808,292.808,289.384,290.405,25138.2,290.405
2005-04-08,292.46,292.46,288.692,289.048,40634.6,289.048
2005-04-11,292.11,292.11,284.247,291.77,47065.1,291.77
2005-04-12,291.77,292.11,285.62,286.985,49996.0,286.985
2005-04-13,289.048,290.748,284.247,290.748,78934.5,290.748
2005-04-14,285.961,290.064,284.935,289.384,45604.6,289.384
2005-04-15,289.048,289.048,284.935,285.961,47065.1,285.961
2005-04-18,280.832,284.247,278.433,278.433,101442.0,278.433
2005-04-19,278.774,286.301,275.009,286.301,84778.8,286.301
2005-04-20,288.692,289.384,280.832,289.384,83030.3,289.384
2005-04-21,285.961,288.355,282.878,285.276,49412.4,285.276
2005-04-22,287.67,287.67,283.222,286.301,36248.2,286.301
2005-04-25,280.832,288.692,277.068,285.961,103494.0,285.961
2005-04-26,289.384,290.064,285.62,286.301,54966.1,286.301
2005-04-27,282.878,282.878,274.333,275.702,40055.9,275.702
2005-04-28,265.436,272.62,263.045,270.91,108752.0,270.91
2005-05-02,270.91,278.092,269.2,270.91,40055.9,270.91
2005-05-06,281.176,281.176,270.91,273.645,69575.5,273.645
2005-05-09,272.274,279.118,272.274,279.118,21340.6,279.118
2005-05-10,275.702,280.49,275.702,279.806,66945.2,279.806
2005-05-11,279.118,282.2,274.333,281.852,53210.0,281.852
2005-05-12,278.433,281.516,275.702,277.068,88285.9,277.068
2005-05-13,274.673,277.404,273.987,276.386,41801.9,276.386
2005-05-16,270.91,273.987,268.86,269.88,42388.1,269.88
2005-05-17,272.274,273.645,262.015,263.73,58766.3,263.73
2005-05-18,260.31,262.015,251.754,251.754,49114.2,251.754
2005-05-19,265.436,265.436,255.174,258.245,88874.6,258.245
2005-05-20,258.592,263.045,258.592,260.647,61689.7,260.647
2005-05-23,256.886,262.015,253.8,260.647,33322.3,260.647
2005-05-24,255.514,258.245,251.754,254.488,47065.1,254.488
2005-05-25,252.778,255.866,252.778,255.174,34201.6,255.174
2005-05-26,257.908,257.908,249.36,253.119,276561.0,253.119
2005-05-27,251.754,253.464,251.414,252.438,38886.1,252.438
2005-05-30,249.022,254.15,245.251,254.15,95014.5,254.15
2005-05-31,254.15,260.31,252.438,257.572,56717.1,257.572
2005-06-01,259.962,264.414,255.174,256.534,42388.1,256.534
2005-06-02,254.15,262.015,253.464,255.174,75134.3,255.174
2005-06-03,252.778,254.15,249.36,250.384,93258.4,250.384
2005-06-06,255.174,258.94,251.414,254.15,76304.2,254.15
2005-06-07,254.488,254.488,231.574,241.832,310475.0,241.832
2005-06-08,241.151,244.915,240.802,240.802,181258.0,240.802
2005-06-09,241.832,245.602,241.832,244.574,138276.0,244.574
