Date,Open,High,Low,Close,Volume,Adj Close
2013-06-21,333.869,372.419,329.13,347.862,13463.3,347.862
2013-06-24,347.432,354.312,336.449,336.859,10214.2,336.859
2013-06-25,338.169,338.169,325.896,325.896,5572.21,325.896
2013-06-26,327.391,327.391,317.052,318.147,11604.9,318.147
2013-06-27,312.743,312.743,304.994,304.994,11141.3,304.994
2013-06-28,304.994,312.303,303.929,311.258,18569.9,311.258
2013-07-01,313.183,313.183,301.554,306.079,38998.3,306.079
2013-07-02,318.772,318.772,308.013,314.473,12534.1,314.473
2013-07-03,319.202,319.202,309.088,314.473,23212.9,314.473
2013-07-04,318.772,319.437,314.473,319.437,6500.41,319.437
2013-07-05,318.772,324.176,318.772,322.016,16247.9,322.016
2013-07-08,323.101,328.69,323.101,323.316,15319.7,323.316
2013-07-09,326.775,326.775,321.586,326.541,5572.21,326.541
2013-07-10,331.7,333.869,329.56,329.56,7427.57,329.56
2013-07-11,335.589,339.889,331.27,331.7,5106.58,331.7
2013-07-12,338.169,339.254,332.12,339.254,23676.5,339.254
2013-07-16,354.751,368.324,354.751,362.94,64066.7,362.94
2013-07-17,370.044,370.044,355.631,363.8,25070.3,363.8
2013-07-18,363.38,367.249,362.94,366.165,20428.4,366.165
2013-07-19,364.015,366.165,361.846,361.846,26926.7,361.846
2013-07-22,364.015,366.165,362.08,362.08,12070.5,362.08
2013-07-23,361.846,365.1,361.846,364.015,5106.58,364.015
2013-07-24,362.08,362.94,362.08,362.725,10214.2,362.725
2013-07-25,362.725,362.725,355.396,355.396,11141.3,355.396
2013-07-26,351.087,351.087,347.208,348.947,8356.79,348.947
2013-07-29,357.556,357.556,339.468,342.468,10214.2,342.468
2013-07-30,342.468,346.787,342.468,342.468,3249.18,342.468
2013-07-31,342.468,345.732,342.468,345.732,3249.18,345.732
2013-08-01,345.048,350.022,345.048,350.022,2320.99,350.022
2013-08-02,351.087,351.087,345.283,346.143,11604.9,346.143
2013-08-05,346.143,350.647,346.143,350.647,2786.62,350.647
2013-08-06,354.116,355.396,354.116,355.396,7427.57,355.396
2013-08-07,354.312,362.94,354.312,355.396,8821.4,355.396
2013-08-08,355.191,355.191,354.312,354.312,6035.8,354.312
2013-08-09,355.191,357.556,345.488,357.556,7427.57,357.556
2013-08-12,364.015,396.33,364.015,385.552,99816.9,385.552
2013-08-13,389.851,390.721,377.168,387.487,30641.5,387.487
2013-08-14,379.093,386.197,378.673,385.552,24143.2,385.552
2013-08-15,378.673,387.711,377.793,379.308,19033.5,379.308
2013-08-16,379.532,383.627,379.308,380.177,17176.1,380.177
2013-08-19,384.487,386.197,377.168,383.402,23676.5,383.402
2013-08-20,383.402,390.721,381.467,383.832,28320.5,383.832
2013-08-21,385.552,388.796,384.047,384.047,13463.3,384.047
2013-08-22,383.402,387.711,383.402,385.552,9284.98,385.552
