Date,Open,High,Low,Close,Volume,Adj Close
2017-03-02,10200,10200,10200,10200,10,10200
2017-03-03,10190,10190,10140,10140,2,10140
2017-03-06,10100,10100,10100,10100,3,10100
2017-03-13,10260,10260,10260,10260,1,10260
2017-03-14,10240,10240,10240,10240,1,10240
2017-03-22,10100,10100,10070,10070,21,10070
2017-03-28,10170,10170,10170,10170,454,10170
2017-03-30,10160,10160,10150,10150,3900,10150
2017-03-31,10140,10140,10040,10040,1188,10040
2017-04-04,10020,10080,10020,10040,1210,10040
2017-04-05,10110,10120,10110,10120,101,10120
2017-04-06,9950,9950,9950,9950,50,9950
2017-04-07,10070,10070,10070,10070,500,10070
2017-04-10,10040,10050,10040,10040,2879,10040
2017-04-11,10020,10020,10020,10020,13,10020
2017-04-12,9970,9970,9970,9970,495,9970
2017-04-13,9940,9980,9930,9970,436,9970
2017-04-17,9900,9900,9900,9900,5,9900
2017-04-18,10000,10000,10000,10000,10,10000
2017-04-19,9950,9950,9950,9950,10,9950
2017-04-20,9900,9910,9840,9880,1500,9880
2017-04-21,9880,9910,9880,9910,46,9910
2017-04-24,10010,10040,10010,10040,11,10040
2017-04-25,10060,10100,10060,10100,12,10100
2017-04-26,10110,10110,10110,10110,500,10110
2017-05-01,10100,10100,10100,10100,2,10100
2017-05-08,10310,10310,10310,10310,500,10310
2017-05-09,10420,10460,10420,10430,1875,10430
2017-05-10,10440,10440,10440,10440,990,10440
2017-05-17,10510,10510,10510,10510,83,10510
2017-05-18,10440,10510,10440,10510,21,10510
2017-05-19,10470,10510,10470,10510,4000,10510
2017-05-23,10520,10530,10520,10530,33,10530
2017-05-24,10550,10550,10550,10550,10,10550
2017-05-26,10580,10580,10550,10550,637,10550
2017-05-29,10550,10600,10510,10590,2040,10590
2017-05-31,10570,10590,10540,10540,3282,10540
2017-06-01,10640,10690,10640,10690,2020,10690
2017-06-02,10690,10720,10690,10720,1500,10720
2017-06-05,10770,10770,10770,10770,50,10770
2017-06-06,10710,10780,10710,10740,909,10740
2017-06-07,10700,10700,10690,10690,10,10690
2017-06-09,10610,10610,10610,10610,93,10610
2017-06-12,10550,10550,10500,10500,70,10500
2017-06-13,10570,10570,10570,10570,50,10570
2017-06-20,10790,10820,10780,10780,519,10780
2017-06-21,10830,10830,10830,10830,200,10830
2017-06-23,10770,10770,10770,10770,480,10770
2017-06-27,10790,10790,10740,10780,2675,10780
2017-06-28,10760,10760,10730,10730,760,10730
2017-06-29,10720,10780,10720,10760,1400,10760
2017-06-30,10650,10650,10600,10640,3190,10640
2017-07-06,10630,10630,10630,10630,5,10630
2017-07-11,10590,10590,10590,10590,5,10590
2017-07-12,10550,10550,10520,10520,44,10520
2017-07-13,10620,10620,10620,10620,150,10620
2017-07-19,10630,10630,10620,10620,413,10620
2017-07-26,10520,10520,10520,10520,500,10520
