Date,Open,High,Low,Close,Volume,Adj Close
2023-09-22,2005.0,2005.0,1978.5,1978.5,60,1978.5
2023-09-25,2068.5,2068.5,1972.0,1972.0,150,1972.0
2023-09-26,1964.0,1966.0,1964.0,1965.0,1020,1965.0
2023-09-27,1946.0,1946.0,1946.0,1946.0,10,1946.0
2023-09-29,1963.0,1963.0,1962.5,1963.0,460,1963.0
2023-10-04,1940.0,1940.0,1940.0,1940.0,10,1940.0
2023-10-10,2007.0,2007.0,2006.0,2006.0,54830,2006.0
2023-10-26,1894.5,1894.5,1891.5,1891.5,1000,1891.5
2023-10-30,1891.5,1891.5,1891.5,1891.5,10,1891.5
2023-11-01,1909.0,1909.0,1909.0,1909.0,10,1909.0
2023-11-02,1953.0,1953.0,1953.0,1953.0,10,1953.0
2023-11-09,2026.5,2026.5,2026.5,2026.5,10,2026.5
2023-11-15,2102.5,2102.5,2102.5,2102.5,90,2102.5
2023-11-20,2090.0,2090.0,2088.0,2090.0,30,2090.0
2023-11-21,2121.0,2123.0,2120.0,2120.0,100,2120.0
2023-11-24,2118.5,2118.5,2118.5,2118.5,10,2118.5
2023-11-28,2108.0,2108.0,2108.0,2108.0,10,2108.0
2023-12-04,2102.5,2104.0,2102.5,2104.0,156920,2104.0
2023-12-05,2086.0,2086.0,2086.0,2086.0,10,2086.0
2023-12-06,2101.0,2101.0,2101.0,2101.0,10,2101.0
2023-12-07,2082.0,2082.0,2081.5,2081.5,110,2081.5
2023-12-08,2109.0,2109.0,2109.0,2109.0,10,2109.0
2023-12-11,2113.5,2113.5,2113.5,2113.5,10,2113.5
2023-12-15,2176.0,2176.0,2176.0,2176.0,10,2176.0
2023-12-18,2182.0,2185.0,2182.0,2184.5,51510,2184.5
2023-12-21,2181.5,2183.5,2181.5,2183.5,480,2183.5
2023-12-26,2205.0,2205.0,2205.0,2205.0,10,2205.0
2023-12-29,2215.0,2215.0,2215.0,2215.0,10,2215.0
2024-01-04,2215.0,2215.0,2148.0,2148.0,20,2148.0
2024-01-05,2131.5,2133.0,2131.5,2133.0,120,2133.0
2024-01-09,2175.5,2175.5,2175.5,2175.5,210,2175.5
2024-01-11,2200.5,2200.5,2200.5,2200.5,100,2200.5
2024-01-12,2194.0,2194.0,2194.0,2194.0,20,2194.0
2024-01-15,2195.0,2195.0,2195.0,2195.0,10,2195.0
2024-01-18,2195.0,2195.0,2195.0,2195.0,10,2195.0
2024-01-19,2220.5,2220.5,2220.5,2220.5,10,2220.5
2024-01-22,2266.0,2277.0,2266.0,2277.0,180,2277.0
2024-01-23,2264.5,2265.0,2264.5,2265.0,130,2265.0
2024-01-24,2277.0,2277.5,2277.0,2277.5,60,2277.5
2024-01-25,2285.0,2285.0,2283.0,2283.0,80,2283.0
2024-01-26,2270.0,2270.0,2270.0,2270.0,70,2270.0
2024-01-29,2264.0,2274.0,2264.0,2273.0,600,2273.0
2024-01-30,2296.5,2296.5,2296.5,2296.5,160,2296.5
2024-01-31,2262.5,2262.5,2261.0,2261.5,310,2261.5
2024-02-01,2239.5,2245.0,2239.5,2245.0,110,2245.0
2024-02-02,2282.0,2282.0,2281.0,2281.0,410,2281.0
2024-02-06,2293.0,2293.0,2293.0,2293.0,10,2293.0
2024-02-07,2289.0,2289.0,2289.0,2289.0,120,2289.0
2024-02-08,2314.0,2316.0,2314.0,2316.0,510,2316.0
2024-02-09,2317.5,2318.0,2317.5,2318.0,120,2318.0
2024-02-13,2327.5,2327.5,2323.0,2323.0,70,2323.0
2024-02-14,2292.5,2294.0,2292.5,2294.0,20,2294.0
2024-02-16,2318.0,2318.0,2318.0,2318.0,10,2318.0
2024-02-19,2305.5,2305.5,2305.5,2305.5,230,2305.5
2024-02-20,2301.5,2302.0,2301.5,2302.0,150,2302.0
2024-02-21,2352.0,2352.0,2275.0,2275.0,520,2275.0
2024-02-22,2302.0,2302.0,2302.0,2302.0,10,2302.0
2024-02-26,2332.5,2332.5,2326.0,2327.5,480,2327.5
2024-02-27,2327.5,2328.0,2327.5,2328.0,110,2328.0
2024-02-28,2334.0,2334.0,2333.0,2333.0,120,2333.0
2024-02-29,2318.5,2320.0,2318.5,2320.0,190,2320.0
2024-03-04,2377.5,2377.5,2377.5,2377.5,30,2377.5
2024-03-05,2362.5,2363.0,2358.0,2358.0,93470,2358.0
2024-03-06,2331.5,2331.5,2331.5,2331.5,100,2331.5
2024-03-08,2365.5,2365.5,2365.5,2365.5,60,2365.5
2024-03-11,2336.0,2336.0,2330.0,2330.0,170,2330.0
2024-03-18,2380.0,2380.0,2317.5,2317.5,110,2317.5
2024-03-22,2375.5,2375.5,2375.5,2375.5,60,2375.5
2024-03-27,2370.5,2370.5,2370.5,2370.5,30,2370.5
2024-04-01,2384.0,2384.0,2372.5,2372.5,540,2372.5
2024-04-12,2355.0,2355.0,2355.0,2355.0,210,2355.0
2024-04-16,2278.0,2278.0,2275.0,2275.0,130,2275.0
2024-04-17,2284.5,2284.5,2284.0,2284.0,20,2284.0
2024-04-18,2254.0,2258.0,2254.0,2258.0,4860,2258.0
2024-04-19,2221.0,2221.0,2191.5,2191.5,870,2191.5
2024-04-22,2192.0,2198.5,2192.0,2198.5,160,2198.5
2024-04-23,2202.5,2202.5,2202.5,2202.5,90,2202.5
2024-04-24,2257.0,2307.0,2257.0,2257.5,670,2257.5
2024-04-25,2220.0,2220.0,2220.0,2220.0,20,2220.0
2024-04-26,2263.0,2263.0,2263.0,2263.0,100,2263.0
2024-04-30,2277.5,2277.5,2277.5,2277.5,10,2277.5
2024-05-08,2327.5,2327.5,2327.5,2327.5,10,2327.5
